Id,Category,Family,Type,Level,LocationType,X,Y,Z,StartX,StartY,StartZ,EndX,EndY,EndZ
600260, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
600261, Viewports, , Title w Line, , None, , , , , , , , , 
600290, Sheets, , Architectural Building Elevations, , None, , , , , , , , , 
600291, , , Architectural Building Elevations, , None, , , , , , , , , 
600293, , , A203 - Architectural Building Elevations, , None, , , , , , , , , 
600294, , , Architectural Building Elevations, , None, , , , , , , , , 
600295, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
600296, Viewports, , Title w Line, , None, , , , , , , , , 
600331, Sheets, , Architectural Building Elevations, , None, , , , , , , , , 
600332, , , Architectural Building Elevations, , None, , , , , , , , , 
600334, , , A204 - Architectural Building Elevations, , None, , , , , , , , , 
600335, , , Architectural Building Elevations, , None, , , , , , , , , 
600336, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
600337, Viewports, , Title w Line, , None, , , , , , , , , 
600356, Sheets, , Architectural Building Sections, , None, , , , , , , , , 
600357, , , Architectural Building Sections, , None, , , , , , , , , 
600359, , , A301 - Architectural Building Sections, , None, , , , , , , , , 
600360, , , Architectural Building Sections, , None, , , , , , , , , 
600361, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
600371, Sheets, , Architectural Enlarged Views, , None, , , , , , , , , 
600372, , , Architectural Enlarged Views, , None, , , , , , , , , 
600374, , , A401 - Architectural Enlarged Views, , None, , , , , , , , , 
600375, , , Architectural Enlarged Views, , None, , , , , , , , , 
600376, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
600386, Sheets, , Architectural Schedules, , None, , , , , , , , , 
600387, , , Architectural Schedules, , None, , , , , , , , , 
600389, , , A601 - Architectural Schedules, , None, , , , , , , , , 
600390, , , Architectural Schedules, , None, , , , , , , , , 
600391, Title Blocks, E1 30 x 42 Horizontal, E1 30 x 42 Horizontal, , Point, 0.0000, 0.0000, 0.0000, , , , , , 
600401, Schedule Graphics, , Door Schedule, , None, , , , , , , , , 
600403, Schedule Graphics, , Window Schedule, , None, , , , , , , , , 
607103, , , "Aligning Line 1/8""", , None, , , , , , , , , 
607104, , , "Dash 1/8""", , None, , , , , , , , , 
607105, , , "Demolished 3/16""", , None, , , , , , , , , 
607106, , , "Hidden 1/8""", , None, , , , , , , , , 
613640, , , , , None, , , , , , , , , 
613641, , , "Arch_1/4"" Head (Symbol Both Ends)", , None, , , , , , , , , 
613642, , , "Arch_1/4"" Head (Symbol Both Ends)", , None, , , , , , , , , 
613643, , , , , None, , , , , , , , , 
613644, , , "Arch_1/4"" Head (Symbol Both Ends)", , None, , , , , , , , , 
615412, , , , , None, , , , , , , , , 
615413, , , "Linear - 3/32"" Trebuchet MS (Check)", , None, , , , , , , , , 
615414, , , "Linear - 3/32"" Trebuchet MS (Check)", , None, , , , , , , , , 
615415, , , , , None, , , , , , , , , 
615416, , , "Linear - 3/32"" Trebuchet MS (Check)", , None, , , , , , , , , 
615417, , , , , None, , , , , , , , , 
615418, , , "Linear - 3/32"" Trebuchet MS (Check)", , None, , , , , , , , , 
615553, Generic Annotations, GA_Graphic Scale, w Scale Label, , Point, 25.6194, -25.3330, 1.2192, , , , , , 
615679, , , Scale Mid, , None, , , , , , , , , 
615680, , , Scale End, , None, , , , , , , , , 
615681, , , Scale Start, , None, , , , , , , , , 
617652, , , Baluster - Round, , None, , , , , , , , , 
618097, , , Baluster - Round, , None, , , , , , , , , 
618111, , , "2""", , None, , , , , , , , , 
618112, , , "3/4""", , None, , , , , , , , , 
618113, , , "1""", , None, , , , , , , , , 
618114, , , Baluster - Square, , None, , , , , , , , , 
618565, , , Baluster - Square, , None, , , , , , , , , 
618580, , , "1 1/2""", , None, , , , , , , , , 
618581, , , "2""", , None, , , , , , , , , 
618582, , , "3/4""", , None, , , , , , , , , 
618583, , , "1""", , None, , , , , , , , , 
618584, , , Baluster - Steel Flat Upright, , None, , , , , , , , , 
619301, , , Baluster - Steel Flat Upright, , None, , , , , , , , , 
619316, , , "2"" x 1/2""", , None, , , , , , , , , 
619317, , , Panel - Glass, , None, , , , , , , , , 
619997, , , Panel - Glass, , None, , , , , , , , , 
620012, , , "2' 8""", , None, , , , , , , , , 
620527, , , Base Cabinet-Double Door Sink Unit, , None, , , , , , , , , 
621125, , , Base Cabinet-Double Door Sink Unit, , None, , , , , , , , , 
621126, Legend Components, , Legend Component - Base Cabinet-Double Door Sink Unit (3D), , None, , , , , , , , , 
621147, , , "48""", , None, , , , , , , , , 
621148, , , "45""", , None, , , , , , , , , 
621149, , , "42""", , None, , , , , , , , , 
621150, , , "39""", , None, , , , , , , , , 
621151, , , "36""", , None, , , , , , , , , 
621152, , , "33""", , None, , , , , , , , , 
621153, , , "27""", , None, , , , , , , , , 
621154, , , "24""", , None, , , , , , , , , 
621155, , , "30""", , None, , , , , , , , , 
621169, , , Counter Top, , None, , , , , , , , , 
621613, , , Counter Top, , None, , , , , , , , , 
621614, Legend Components, , Legend Component - Counter Top (3D), , None, , , , , , , , , 
621633, , , "24"" Depth", , None, , , , , , , , , 
621647, , , Counter Top w Sink, , None, , , , , , , , , 
622914, , , Counter Top w Sink, , None, , , , , , , , , 
622915, Legend Components, , Legend Component - Counter Top w Sink (3D), , None, , , , , , , , , 
622953, , , "24"" Depth", , None, , , , , , , , , 
622968, , , Upper Cabinet-Double Door-Short-Wall, , None, , , , , , , , , 
623507, , , Upper Cabinet-Double Door-Short-Wall, , None, , , , , , , , , 
623508, Legend Components, , Legend Component - Upper Cabinet-Double Door-Short-Wall (3D), , None, , , , , , , , , 
623528, , , "48""", , None, , , , , , , , , 
623529, , , "45""", , None, , , , , , , , , 
623530, , , "39""", , None, , , , , , , , , 
623531, , , "33""", , None, , , , , , , , , 
623532, , , "27""", , None, , , , , , , , , 
623533, , , "24""", , None, , , , , , , , , 
623534, , , "30""", , None, , , , , , , , , 
623535, , , "36""", , None, , , , , , , , , 
623536, , , "42""", , None, , , , , , , , , 
623553, , , Upper Cabinet-Double Door-Wall, , None, , , , , , , , , 
624095, , , Upper Cabinet-Double Door-Wall, , None, , , , , , , , , 
624096, Legend Components, , Legend Component - Upper Cabinet-Double Door-Wall (3D), , None, , , , , , , , , 
624116, , , "48""", , None, , , , , , , , , 
624117, , , "45""", , None, , , , , , , , , 
624118, , , "39""", , None, , , , , , , , , 
624119, , , "33""", , None, , , , , , , , , 
624120, , , "27""", , None, , , , , , , , , 
624121, , , "24""", , None, , , , , , , , , 
624122, , , "30""", , None, , , , , , , , , 
624123, , , "36""", , None, , , , , , , , , 
624124, , , "42""", , None, , , , , , , , , 
624632, , , Rectangular Column, , None, , , , , , , , , 
625049, , , Rectangular Column, , None, , , , , , , , , 
625050, Legend Components, , Legend Component - Rectangular Column (3D), , None, , , , , , , , , 
625067, , , "18"" x 18""", , None, , , , , , , , , 
625068, , , "18"" x 24""", , None, , , , , , , , , 
625069, , , "24"" x 24""", , None, , , , , , , , , 
625855, , , Brick Standard, , None, , , , , , , , , 
626102, , , Brick Standard, , None, , , , , , , , , 
626125, , , Rowlock, , None, , , , , , , , , 
626126, , , Soldier & Plan, , None, , , , , , , , , 
626127, , , Running Section, , None, , , , , , , , , 
626128, , , W Shapes-Section, , None, , , , , , , , , 
626453, , , W Shapes-Section, , None, , , , , , , , , 
626509, , , W12X26, , None, , , , , , , , , 
634676, , , Door-Passage-Single-Flush, , None, , , , , , , , , 
637399, , , Door-Passage-Single-Flush, , None, , , , , , , , , 
637400, Legend Components, , Legend Component - Door-Passage-Single-Flush (3D), , None, , , , , , , , , 
637446, , , "36"" x 96""", , None, , , , , , , , , 
637447, , , "36"" x 94""", , None, , , , , , , , , 
637448, , , "36"" x 86""", , None, , , , , , , , , 
637449, , , "36"" x 84""", , None, , , , , , , , , 
637450, , , "36"" x 80""", , None, , , , , , , , , 
637451, , , "30"" x 84""", , None, , , , , , , , , 
637452, , , "30"" x 80""", , None, , , , , , , , , 
637469, , , Door-Passage-Single-Vision_Lite, , None, , , , , , , , , 
640493, , , Door-Passage-Single-Vision_Lite, , None, , , , , , , , , 
640494, Legend Components, , Legend Component - Door-Passage-Single-Vision_Lite (3D), , None, , , , , , , , , 
640553, , , "36"" x 84""", , None, , , , , , , , , 
640554, , , "36"" x 80""", , None, , , , , , , , , 
640555, , , "30"" x 84""", , None, , , , , , , , , 
640556, , , "30"" x 80""", , None, , , , , , , , , 
642163, , , Chair-Task Arms, , None, , , , , , , , , 
642852, , , Chair-Task Arms, , None, , , , , , , , , 
642853, Legend Components, , Legend Component - Chair-Task Arms (3D), , None, , , , , , , , , 
642872, , , Chair-Task Arms, , None, , , , , , , , , 
642886, , , Desk, , None, , , , , , , , , 
643602, , , Desk, , None, , , , , , , , , 
643603, Legend Components, , Legend Component - Desk (3D), , None, , , , , , , , , 
643622, , , "60"" x 30"" Student", , None, , , , , , , , , 
643623, , , "72"" x 36""", , None, , , , , , , , , 
643624, , , "60"" x 30""", , None, , , , , , , , , 
644898, , , Muntin Pattern_2x2, , None, , , , , , , , , 
645778, , , Muntin Pattern_2x2, , None, , , , , , , , , 
645779, Legend Components, , Legend Component - Muntin Pattern_2x2 (3D), , None, , , , , , , , , 
645797, , , Muntin Pattern_2x2, , None, , , , , , , , , 
645869, , , Opening with Trim, , None, , , , , , , , , 
646357, , , Opening with Trim, , None, , , , , , , , , 
646358, Legend Components, , Legend Component - Opening with Trim (3D), , None, , , , , , , , , 
646380, , , "16"" x 72""", , None, , , , , , , , , 
646381, , , "16"" x 48""", , None, , , , , , , , , 
646382, , , "16"" x 24""", , None, , , , , , , , , 
646383, , , "24"" x 24""", , None, , , , , , , , , 
646384, , , "24"" x 48""", , None, , , , , , , , , 
646385, , , "24"" x 72""", , None, , , , , , , , , 
646386, , , "36"" x 72""", , None, , , , , , , , , 
646387, , , "36"" x 24""", , None, , , , , , , , , 
646388, , , "36"" x 48""", , None, , , , , , , , , 
646405, , , Passage Opening-Cased, , None, , , , , , , , , 
646927, , , Passage Opening-Cased, , None, , , , , , , , , 
646928, Legend Components, , Legend Component - Passage Opening-Cased (3D), , None, , , , , , , , , 
646949, , , "36"" x 80""", , None, , , , , , , , , 
646950, , , "34"" x 84""", , None, , , , , , , , , 
646951, , , "34"" x 80""", , None, , , , , , , , , 
646952, , , "32"" x 84""", , None, , , , , , , , , 
646953, , , "30"" x 80""", , None, , , , , , , , , 
646954, , , "30"" x 84""", , None, , , , , , , , , 
646955, , , "36"" x 84""", , None, , , , , , , , , 
646972, , , Trim-Window-Exterior-Flat, , None, , , , , , , , , 
647883, , , Trim-Window-Exterior-Flat, , None, , , , , , , , , 
647884, Legend Components, , Legend Component - Trim-Window-Exterior-Flat (3D), , None, , , , , , , , , 
647905, , , Picture Frame, , None, , , , , , , , , 
647906, , , with Sill, , None, , , , , , , , , 
647989, , , Trim-Window-Interior-Flat, , None, , , , , , , , , 
648895, , , Trim-Window-Interior-Flat, , None, , , , , , , , , 
648896, Legend Components, , Legend Component - Trim-Window-Interior-Flat (3D), , None, , , , , , , , , 
648917, , , Picture Frame, , None, , , , , , , , , 
648918, , , with Sill, , None, , , , , , , , , 
653203, , , Parking Space, , None, , , , , , , , , 
653614, , , Parking Space, , None, , , , , , , , , 
653615, Legend Components, , Legend Component - Parking Space (3D), , None, , , , , , , , , 
653632, , , 9' x 18' - 70 deg, , None, , , , , , , , , 
653633, , , 9' x 18' - 80 deg, , None, , , , , , , , , 
653634, , , 9' x 18' - 60 deg, , None, , , , , , , , , 
653635, , , 9' x 18' - 90 deg, , None, , , , , , , , , 
654151, , , RPC Tree - Deciduous, , None, , , , , , , , , 
654997, , , RPC Tree - Deciduous, , None, , , , , , , , , 
654998, Legend Components, , Legend Component - RPC Tree - Deciduous (3D), , None, , , , , , , , , 
655025, , , Siberian Crab Apple - 20', , None, , , , , , , , , 
655026, , , Schumard Oak - 30', , None, , , , , , , , , 
655027, , , Scarlet Oak - 42', , None, , , , , , , , , 
655028, , , Red Maple - 30', , None, , , , , , , , , 
655029, , , Lombardy Poplar - 40', , None, , , , , , , , , 
655030, , , Largetooth Aspen - 25', , None, , , , , , , , , 
655031, , , Kousa Dogwood - 10', , None, , , , , , , , , 
655032, , , Japanese Maple - 10', , None, , , , , , , , , 
655033, , , Japanese Cherry - 15', , None, , , , , , , , , 
655034, , , Honey Locust - 25', , None, , , , , , , , , 
655035, , , Hawthorn - 25', , None, , , , , , , , , 
655036, , , Gray Birch - 10', , None, , , , , , , , , 
655037, , , Golden Chain - 18', , None, , , , , , , , , 
655038, , , Common Apple - 20', , None, , , , , , , , , 
655039, , , Blue Berry Elder - 15', , None, , , , , , , , , 
655040, , , American Beech - 20', , None, , , , , , , , , 
655041, , , Fraxinus - 18', , None, , , , , , , , , 
655042, , , Red Ash - 25', , None, , , , , , , , , 
657230, , , Circular Handrail, , None, , , , , , , , , 
657469, , , Circular Handrail, , None, , , , , , , , , 
657482, , , "1""", , None, , , , , , , , , 
657483, , , "1 1/2""", , None, , , , , , , , , 
657484, , , Rectangular Handrail, , None, , , , , , , , , 
657723, , , Rectangular Handrail, , None, , , , , , , , , 
657737, , , "2"" x 2""", , None, , , , , , , , , 
657738, , , "2"" x 3""", , None, , , , , , , , , 
657739, , , Stair Nosing - Pan, , None, , , , , , , , , 
657973, , , Stair Nosing - Pan, , None, , , , , , , , , 
657985, , , Stair Nosing - Pan, , None, , , , , , , , , 
658795, , , Dishwasher, , None, , , , , , , , , 
660815, , , Dishwasher, , None, , , , , , , , , 
660816, Legend Components, , Legend Component - Dishwasher (3D), , None, , , , , , , , , 
660878, , , "24""", , None, , , , , , , , , 
661594, , , Fire Extinguisher Cabinet, , None, , , , , , , , , 
662072, , , Fire Extinguisher Cabinet, , None, , , , , , , , , 
662073, Legend Components, , Legend Component - Fire Extinguisher Cabinet (3D), , None, , , , , , , , , 
662095, , , "12 x 8 1/2 x 32""", , None, , , , , , , , , 
662096, , , "11 x 6 x 26""", , None, , , , , , , , , 
662097, , , "9 1/2 x 4 1/2 x 24""", , None, , , , , , , , , 
665202, , , Support - Metal - Circular, , None, , , , , , , , , 
666073, , , Support - Metal - Circular, , None, , , , , , , , , 
666074, Legend Components, , Legend Component - Support - Metal - Circular (3D), , None, , , , , , , , , 
666091, , , Support - Metal - Circular, , None, , , , , , , , , 
666105, , , Termination - Wood - Rectangular, , None, , , , , , , , , 
666956, , , Termination - Wood - Rectangular, , None, , , , , , , , , 
666957, Legend Components, , Legend Component - Termination - Wood - Rectangular (3D), , None, , , , , , , , , 
666972, , , Termination - Wood - Rectangular, , None, , , , , , , , , 
668247, , , Window-Casement-Double, , None, , , , , , , , , 
673270, , , Window-Casement-Double, , None, , , , , , , , , 
673271, Legend Components, , Legend Component - Window-Casement-Double (3D), , None, , , , , , , , , 
673364, , , "57"" x 72""", , None, , , , , , , , , 
673365, , , "48"" x 60""", , None, , , , , , , , , 
673366, , , "41"" x 53""", , None, , , , , , , , , 
673367, , , "34"" x 36""", , None, , , , , , , , , 
673396, , , Window-Double-Hung, , None, , , , , , , , , 
678219, , , Window-Double-Hung, , None, , , , , , , , , 
678220, Legend Components, , Legend Component - Window-Double-Hung (3D), , None, , , , , , , , , 
678330, , , "30"" x 46""", , None, , , , , , , , , 
678331, , , "28"" x 46""", , None, , , , , , , , , 
678332, , , "26"" x 42""", , None, , , , , , , , , 
678333, , , "24"" x 42""", , None, , , , , , , , , 
678372, , , Window-Fixed, , None, , , , , , , , , 
683239, , , Window-Fixed, , None, , , , , , , , , 
683240, Legend Components, , Legend Component - Window-Fixed (3D), , None, , , , , , , , , 
683332, , , "36"" x 65""", , None, , , , , , , , , 
683333, , , "36"" x 48""", , None, , , , , , , , , 
683334, , , "29"" x 65""", , None, , , , , , , , , 
683335, , , "29"" x 36""", , None, , , , , , , , , 
683336, , , "24"" x 60""", , None, , , , , , , , , 
683337, , , "24"" x 36""", , None, , , , , , , , , 
684611, , , L1, , None, , , , , , , , , 
691183, , , L1, , None, , , , , , , , , 
691195, , , Furniture System Tag, , None, , , , , , , , , 
691411, , , Furniture System Tag, , None, , , , , , , , , 
